date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company,stock_price,next_day_stock_price,trend
2022-08-01,0.3522552542372881,0.3818,0.6369,8,1,18,12,66,2,2,278.01001,274.82000732421875,0
2022-08-02,0.1783092307692307,0.1779,0.0,5,0,8,7,52,1,2,274.820007,282.4700012207031,1
2022-08-03,0.0621882352941176,0.3182,0.25,3,1,3,8,31,1,2,282.470001,283.6499938964844,1
2022-08-04,0.5432367924528302,0.6124,0.0,5,0,2,4,18,1,2,283.649994,282.9100036621094,0
2022-08-05,0.7219281842818428,0.4215,0.0,4,0,3,17,93,1,2,282.910004,280.37200927734375,0
2022-08-06,0.3566082191780821,0.3818,0.4939,2,1,2,8,25,1,2,280.37200927734375,280.9624938964844,1
2022-08-07,0.5924551948051948,0.6249,0.0,3,0,5,12,103,2,2,280.9624938964844,280.32000732421875,0
2022-08-08,0.2608768817204301,0.34,0.7184,7,1,5,6,24,1,2,280.320007,282.29998779296875,1
2022-08-09,0.714326096033403,0.6249,0.0,10,0,7,12,44,1,2,282.299988,289.1600036621094,1
2022-08-10,0.41881843575419,0.7269,0.2732,4,1,6,4,36,0,2,289.160004,287.0199890136719,0
2022-08-11,0.2264843137254902,0.1779,0.128,4,1,3,15,62,1,2,287.019989,291.9100036621094,1
2022-08-12,0.0853285714285714,0.2023,0.3612,6,1,4,11,65,1,2,291.910004,286.1419982910156,0
2022-08-13,-0.2678593457943925,0.1779,0.4215,4,2,46,67,393,4,2,286.1419982910156,287.5975036621094,1
2022-08-14,0.4428040241448692,0.4588,0.3612,5,1,8,18,83,1,2,287.5975036621094,293.4700012207031,1
2022-08-15,0.6572083682008368,0.6249,0.0,7,0,4,5,30,1,2,293.470001,292.7099914550781,0
2022-08-16,0.4142794202898551,0.4939,0.0,13,0,2,10,25,2,2,292.709991,291.32000732421875,0
2022-08-17,0.0976502365930599,0.3818,0.1779,5,3,11,19,159,6,2,291.320007,290.1700134277344,0
2022-08-18,0.2929569583931133,0.2023,0.1779,6,1,9,15,70,2,2,290.170013,286.1499938964844,0
2022-08-19,0.0170546961325966,0.4215,0.5423,3,1,5,7,37,1,2,286.149994,290.7640075683594,1
2022-08-20,0.0382123636363636,0.7506,0.0,1,0,10,11,92,0,2,290.7640075683594,290.0874938964844,0
2022-08-21,0.0,0.0,0.0,0,0,3,5,13,0,2,290.0874938964844,277.75,0
2022-08-22,0.2606715415019762,0.1779,0.0,9,0,3,6,26,1,2,277.75,276.44000244140625,0
2022-08-23,0.4638129032258064,0.4939,0.0,3,0,4,25,83,3,2,276.440002,275.7900085449219,0
2022-08-24,0.0665094821298322,0.5267,0.8225,5,1,3,155,172,2,2,275.790009,278.8500061035156,1
2022-08-25,0.0448102560945579,0.5267,0.5719,4,1,16,679,625,2,2,278.850006,268.0899963378906,0
2022-08-26,0.0062158273381294,0.3612,0.3612,7,2,4,7,38,1,2,268.089996,275.3840026855469,1
2022-08-27,0.296158530183727,0.3818,0.2263,4,2,5,9,64,1,2,275.3840026855469,274.7925109863281,0
2022-08-28,0.1744666666666667,0.1779,0.0,3,0,7,21,118,3,2,274.7925109863281,265.2300109863281,0
2022-08-29,-0.0053458333333333,0.296,0.25,5,2,6,8,45,1,2,265.230011,262.9700012207031,0
2022-08-30,0.3170326621923937,0.3612,0.0,5,0,13,54,90,1,2,262.970001,261.4700012207031,0
2022-08-31,-0.2909036011080332,0.2023,0.4215,3,1,5,14,91,1,2,261.470001,260.3999938964844,0
2022-09-01,-0.0052429118773946,0.5859,0.7351,8,1,5,6,58,3,2,260.399994,256.05999755859375,0
2022-09-02,0.5197348117154812,0.4019,0.0772,6,1,6,18,150,3,2,256.059998,261.22601318359375,1
2022-09-03,0.6317571830985915,0.1779,0.128,2,1,13,28,178,2,2,261.22601318359375,260.2250061035156,0
2022-09-04,0.4385666666666666,0.1779,0.0,2,0,3,20,99,2,2,260.2250061035156,259.30999755859375,0
2022-09-05,0.2626879012345678,0.3818,0.0,5,0,4,12,81,2,2,259.30999755859375,253.25,0
2022-09-06,0.2973616379310345,0.296,0.0,8,0,4,16,87,3,2,253.25,258.0899963378906,1
