date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company
2022-07-11,0.551498623853211,0.4588,0.6597,16,2,3,7,35,1,5
2022-07-12,0.49451807044410406,0.5267,0.0,12,0,4,47,94,4,5
2022-07-13,0.32674025044722715,0.4939,0.4019,14,1,2,6,38,1,5
2022-07-14,0.2620329056603773,0.34,0.4939,16,2,5,14,64,4,5
2022-07-15,0.1668691304347826,0.296,0.5423,13,3,6,12,52,2,5
2022-07-16,0.5747314960629921,0.6124,0.0,6,0,2,12,73,2,5
2022-07-17,0.8603017632241814,0.34,0.0258,4,1,2,11,80,4,5
2022-07-18,0.08614323847897255,0.6124,0.4215,29,9,8,20,100,2,5
2022-07-19,0.06512552845528455,0.34,0.1531,17,5,3,8,54,1,5
2022-07-20,0.523332904148784,0.4939,0.2732,13,3,4,7,42,1,5
2022-07-21,0.5451969230769231,0.5859,0.5994,11,1,10,20,44,1,5
2022-07-22,0.20406808654496278,0.3612,0.2263,10,3,4,13,99,1,5
2022-07-23,0.5127509259259257,0.4767,0.3612,10,1,3,6,30,1,5
2022-07-24,0.23650962566844919,0.5719,0.2732,5,2,3,5,24,2,5
2022-07-25,0.3354772796122387,0.4939,0.34,17,4,12,17,118,1,5
2022-07-26,0.21052187499999997,0.5267,0.2023,12,1,2,5,27,1,5
2022-07-27,0.5374135551948053,0.6249,0.25,9,1,4,13,83,2,5
2022-07-28,0.55319057486631,0.5302,0.34,30,6,3,7,40,1,5
2022-07-29,0.3287900817236255,0.5267,0.6705,34,3,7,9,66,1,5
2022-07-30,0.37912208067940545,0.6249,0.0,6,0,6,13,59,2,5
2022-07-31,0.3841837004405287,0.5106,0.0,10,0,5,20,57,4,5
2022-08-01,0.1788513081395348,0.4588,0.34,16,5,8,18,120,3,5
2022-08-02,0.2665414994720169,0.3612,0.0772,16,3,6,14,42,1,5
2022-08-03,0.4106341384863124,0.5667,0.34,11,5,8,7,37,1,5
2022-08-04,0.5525400921658987,0.6249,0.0,16,0,4,3,23,2,5
2022-08-05,0.5613866537717601,0.3818,0.946,7,2,4,11,58,1,5
2022-08-06,0.24990411280846062,0.3612,0.4939,12,2,3,9,51,1,5
2022-08-07,0.5584386810102899,0.6249,0.3182,12,4,11,31,113,49,5
2022-08-08,0.25018794788273613,0.4767,0.0,11,0,5,7,41,1,5
2022-08-09,0.6546615425250926,0.5267,0.25,17,1,6,18,87,3,5
2022-08-10,0.19477506849315068,0.3612,0.5267,10,1,3,3,29,1,5
2022-08-11,0.06412612044817928,0.4767,0.5106,15,4,17,20,130,2,5
2022-08-12,0.3640296743063933,0.5267,0.4767,19,2,6,15,139,1,5
2022-08-13,-0.13412759856630824,0.3612,0.6249,11,3,17,25,165,2,5
2022-08-14,0.4561502242152466,0.6124,0.4215,10,2,10,11,75,11,5
2022-08-15,0.427789917038928,0.4404,0.296,18,4,6,15,137,3,5
2022-08-16,0.44097068538398015,0.5267,0.2023,27,5,2,8,37,1,5
2022-08-17,0.12408113066267314,0.5423,0.4019,20,7,7,10,87,2,5
2022-08-18,0.31577007874015756,0.5719,0.34,18,1,6,9,43,1,5
2022-08-19,-0.07424302325581393,0.4215,0.296,10,7,7,6,50,1,5
2022-08-20,0.4189129147982062,0.7096,0.3818,10,1,5,9,80,2,5
2022-08-21,0.6442896216216216,0.4767,0.4215,4,2,7,14,103,3,5
2022-08-22,-0.21860338299193047,0.5574,0.2732,16,1,7,29,307,18,5
2022-08-23,0.17265479115479113,0.4767,0.7845,21,2,6,18,76,2,5
2022-08-24,0.36757044673539524,0.5267,0.0516,16,1,3,14,28,1,5
2022-08-25,0.09181875,0.296,0.3612,7,2,12,6,46,2,5
2022-08-26,0.6412400312134218,0.3818,0.3612,21,3,7,13,103,2,5
2022-08-27,0.4362208099688474,0.4767,0.2263,18,3,7,21,70,2,5
2022-08-28,0.41941382799325466,0.7003,0.0,8,0,4,9,54,2,5
2022-08-29,-0.05516323210412151,0.5267,0.5994,13,4,4,8,42,1,5
2022-08-30,0.5078119999999999,0.5267,0.4019,15,2,2,4,29,1,5
2022-08-31,0.06186119929453261,0.5719,0.4215,10,1,4,8,48,1,5
2022-09-01,0.011142570509180388,0.4019,0.7579,9,2,12,17,378,3,5
2022-09-02,0.4558544426494346,0.7003,0.1531,17,3,8,7,29,1,5
2022-09-03,0.1982679104477612,0.6908,0.1531,4,3,5,9,39,1,5
2022-09-04,0.5502752840909091,0.4404,0.2263,4,1,6,10,59,2,5
2022-09-05,0.17038173913043478,0.7096,0.0,8,0,3,9,74,2,5
2022-09-06,0.4689927548441449,0.4767,0.3182,18,3,9,14,50,1,5
2022-09-07,0.6163463942307692,0.5719,0.0516,33,3,6,12,77,1,5
2022-09-08,0.06844364794902431,0.4767,0.5267,29,8,10,22,189,8,5
2022-09-09,0.30851823104693143,0.4939,0.5574,14,4,4,5,31,1,5
2022-09-10,0.25225403726708073,0.2732,0.0,8,0,5,13,101,2,5
2022-09-11,0.5050892971246006,0.5859,0.128,9,3,5,6,53,1,5
2022-09-12,0.47845120405576685,0.5719,0.1779,25,1,5,13,85,2,5
2022-09-13,0.1222507644197359,0.5267,0.128,21,7,9,23,96,3,5
2022-09-14,-0.5622662670110645,0.7351,0.1027,14,3,11,100,1297,17,5
2022-09-15,0.29142515476681796,0.6369,0.582,19,4,13,31,180,8,5
2022-09-16,0.583953936213161,0.5267,0.3626,12,2,27,54,331,6,5
2022-09-17,0.4459129219409283,0.5994,0.5267,11,2,23,20,146,1,5
2022-09-18,0.4239473758200563,0.3612,0.5059,7,2,15,53,178,5,5
2022-09-19,0.28850627763041553,0.4767,0.3818,16,3,5,9,54,1,5
2022-09-20,0.3990925044404974,0.4939,0.296,19,3,9,19,118,4,5
2022-09-21,0.6084102784955498,0.5267,0.296,22,5,37,27,125,3,5
2022-09-22,0.21778233215547704,0.4404,0.0258,15,1,3,7,30,1,5
2022-09-23,0.14969720767888303,0.5267,0.3612,14,5,2,4,25,1,5
2022-09-24,0.018650698602794412,0.3818,0.5574,18,10,5,6,33,1,5
2022-09-25,0.7500784134784134,0.4588,0.7184,14,2,47,76,159,2,5
2022-09-26,0.23630908469945355,0.5267,0.4939,19,4,5,13,64,3,5
2022-09-27,0.23386034482758614,0.6808,0.4019,16,5,3,5,22,1,5
2022-09-28,0.14696669495120926,0.4404,0.4019,29,13,3,7,51,2,5
2022-09-29,0.5125682449270202,0.296,0.2732,21,3,6,29,209,4,5
2022-09-30,0.2697551067512984,0.4215,0.4588,16,4,5,19,76,2,5
2022-10-01,0.3384146802325581,0.3612,0.4215,16,1,5,13,35,1,5
