date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company
2022-12-07,0.5353652248510024,0.4767,0.34,41,6,25,23,218,4,3
2022-12-08,0.5154013732595841,0.6249,0.4215,50,19,25,12,144,5,3
2022-12-09,0.18312835800987062,0.4767,0.4019,31,15,18,15,157,3,3
2022-12-10,0.3192724267468069,0.4215,0.4588,16,4,6,12,67,1,3
2022-12-11,-0.35554939260077306,0.3818,0.6249,16,10,10,21,121,2,3
2022-12-12,0.26524710134146645,0.5106,0.1779,68,22,104,67,815,11,3
2022-12-13,-0.27199397343692583,0.4939,0.3412,99,41,101,36,374,10,3
2022-12-14,0.46918152743679925,0.5574,0.4588,94,31,21,14,114,3,3
2022-12-15,0.20741421095848475,0.4767,0.3818,271,50,23,32,214,7,3
2022-12-16,0.1405779686769519,0.5267,0.4215,150,76,11,25,173,2,3
2022-12-17,0.1704781992117095,0.5423,0.4588,118,30,29,42,310,6,3
2022-12-18,0.004689940218511659,0.5719,0.3182,53,27,8,14,112,2,3
2022-12-19,0.015180458264386843,0.5106,0.4215,116,52,9,23,233,3,3
2022-12-20,0.19843432621568274,0.5267,0.4404,120,69,9,12,106,3,3
2022-12-21,0.40956182798263624,0.4767,0.4404,100,46,10,14,132,2,3
2022-12-22,0.18458521616446635,0.4404,0.4215,148,56,16,25,224,4,3
2022-12-23,0.5816047204066811,0.5267,0.296,118,39,26,20,202,3,3
2022-12-24,0.1940839439937189,0.4352,0.5095,36,23,17,13,122,3,3
2022-12-25,0.3562210993722247,0.4939,0.2732,32,13,20,10,129,3,3
2022-12-26,-0.844025008867821,0.4767,0.5423,24,13,71,189,1477,11,3
2022-12-27,0.05200091820074598,0.5423,0.4215,140,95,12,23,254,3,3
2022-12-28,-0.029838738526712125,0.4767,0.4939,146,85,10,14,131,2,3
2022-12-29,0.03539035720419025,0.4767,0.5994,75,57,23,27,162,3,3
2022-12-30,0.3872000206868017,0.5574,0.34,47,21,12,14,137,3,3
