date,weighted_avg_sentiment_score,daywise_median_positive_score,daywise_median_negative_score,daywise_positive_tweet_count,daywise_negative_tweet_count,daywise_avg_replyCount,daywise_avg_retweetCount,daywise_avg_likeCount,daywise_avg_quoteCount,company
2022-10-15,0.26320018709073906,0.7003,0.0,3,0,19,25,153,1,2
2022-10-16,0.8012103879026955,0.3612,0.128,3,1,30,234,761,6,2
2022-10-17,0.48655846153846155,0.4767,0.0,2,0,1,7,33,2,2
2022-10-18,0.377173292469352,0.5574,0.2732,9,2,10,18,96,5,2
2022-10-19,0.0379793010752688,0.6249,0.2023,7,5,6,14,115,1,2
2022-10-20,0.7149282608695652,0.8316,0.0,5,0,3,5,28,1,2
2022-10-21,0.49597876141859215,0.802,0.3182,22,1,14,110,298,11,2
2022-10-22,0.4138047619047618,0.6486,0.4588,4,1,3,2,14,1,2
2022-10-23,0.5711558865248227,0.7003,0.0,5,0,14,22,141,2,2
2022-10-24,0.2967643608190371,0.1779,0.0,6,0,12,40,226,5,2
2022-10-25,0.3228242241142544,0.4404,0.4588,15,2,10,17,183,6,2
2022-10-26,0.03384995670995672,0.3182,0.4404,11,19,6,10,70,2,2
2022-10-27,0.12388262548262548,0.25,0.128,13,9,5,16,87,2,2
2022-10-28,0.5955874458874458,0.7003,0.0,11,0,3,10,84,1,2
2022-10-29,-0.0739328947368421,0.1263,0.5574,4,2,7,18,102,1,2
2022-10-30,0.262481775259679,0.7783,0.128,7,3,5,18,106,3,2
2022-10-31,0.4721140170940171,0.5267,0.0,7,0,3,10,84,1,2
2022-11-01,0.21949426229508198,0.1779,0.1531,4,1,3,11,25,0,2
2022-11-02,0.4468405635648755,0.296,0.0,5,0,10,57,255,2,2
2022-11-03,0.2371409090909091,0.25,0.0,7,0,6,15,107,1,2
2022-11-04,0.12438387314439947,0.8176,0.1027,5,3,8,35,186,3,2
2022-11-05,0.8293283018867925,0.8779,0.0,4,0,1,10,32,1,2
2022-11-06,-0.0746889108910891,0.1779,0.743,1,2,7,19,127,1,2
2022-11-07,0.3718572953736654,0.5267,0.0,4,0,6,4,71,2,2
2022-11-08,0.446195,0.34,0.0,6,0,1,5,23,1,2
2022-11-09,0.36892426470588235,0.296,0.0,6,0,5,3,20,1,2
2022-11-10,0.46698303797468355,0.4588,0.7506,11,2,6,10,61,1,2
2022-11-11,0.08358,0.2023,0.25,4,2,3,14,58,1,2
2022-11-12,0.2176749704840614,0.5423,0.34,9,3,8,13,66,1,2
2022-11-13,0.1887681707317073,0.6369,0.5994,6,2,10,14,103,1,2
2022-11-14,0.19834761904761905,0.4939,0.0772,3,1,3,5,21,0,2
2022-11-15,0.33376218487394954,0.4767,0.1779,4,1,10,2,45,1,2
2022-11-16,0.5668875,0.7717,0.0,5,0,3,6,16,1,2
2022-11-17,0.3498961403508772,0.1779,0.0,4,0,4,9,36,2,2
2022-11-18,0.03592066115702477,0.5267,0.4767,4,1,2,2,21,1,2
2022-11-19,0.8820586206896552,0.8176,0.0,2,0,9,1,29,0,2
2022-11-20,0.5938676929072487,0.1779,0.0,4,0,6,150,642,1,2
2022-11-21,0.5677132203389831,0.4404,0.2263,5,3,8,13,74,1,2
2022-11-22,0.2513576271186441,0.1779,0.0,2,0,2,3,30,1,2
2022-11-23,0.3499459498207886,0.3612,0.0,5,0,13,15,279,2,2
2022-11-24,0.08214222222222223,0.3612,0.8316,3,2,2,4,23,0,2
2022-11-25,-0.17849346405228755,0.3818,0.3818,4,4,7,15,115,3,2
2022-11-26,0.6161635812939181,0.6264,0.3322,1,2,105,92,1376,36,2
2022-11-27,0.31036623376623373,0.1779,0.0,3,0,3,4,26,1,2
2022-11-28,0.09087423580786028,0.7783,0.765,5,2,2,5,29,1,2
2022-11-29,0.4461721925133689,0.4215,0.0,4,0,5,26,94,2,2
2022-11-30,0.10184155251141551,0.1779,0.5267,5,2,5,12,83,2,2
2022-12-01,0.3581548780487805,0.4215,0.128,5,3,10,19,123,2,2
2022-12-02,0.3806116279069767,0.4404,0.0,7,0,2,9,43,1,2
2022-12-03,0.45266876712328774,0.5574,0.0,4,0,6,19,92,1,2
2022-12-04,0.17479341317365274,0.1779,0.5994,3,1,4,18,84,1,2
2022-12-05,0.07142691292875988,0.4215,0.1779,6,1,6,12,48,1,2
2022-12-06,0.23046837294332723,0.25,0.4767,6,2,6,10,69,1,2
2022-12-07,0.5186817679558011,0.3612,0.0,4,0,3,24,181,3,2
2022-12-08,0.06145199999999999,0.1779,0.2263,8,3,3,8,60,1,2
2022-12-09,0.1342962962962963,0.296,0.0,1,0,7,12,36,2,2
2022-12-10,0.11707948717948717,0.1779,0.0,1,0,6,6,59,1,2
2022-12-11,-0.26083048780487805,0.296,0.7096,2,4,2,8,47,1,2
2022-12-12,0.008287526652451993,0.296,0.4588,12,2,5,11,59,2,2
